Year,Bowler,Economy,TotalRuns,Overs,TotalBalls,TotalWickets,Sixes,Wides,NoBalls,DotBalls,BowledWickets,LbwWickets,HitWicketWickets,CaughtAndBowledWickets,StumpedWickets,raw_FIB,FIB
2026,JC Archer,9.333333333333334,560,60.0,360,25,20,31,1,176,6,1,0,0,0,8.856863333333333,8.751883266682297
2022,T Natarajan,9.44186046511628,406,43.0,258,18,18,19,0,96,7,2,0,0,0,8.859213953488373,8.52563400523565
2026,Mohsin Khan,8.142857142857142,228,28.0,168,11,12,3,0,72,0,0,0,0,0,8.865825000000001,8.762953802047596
2022,Umran Malik,9.091525423728815,447,49.166666666666664,295,22,17,25,4,157,8,1,0,2,0,8.866481694915253,8.535080125611596
2017,MC Henriques,10.375,249,24.0,144,1,8,8,1,30,0,0,0,0,0,8.887904166666669,9.559153760820518
2016,JP Faulkner,9.941176470588236,169,17.0,102,2,5,7,2,28,1,0,0,0,0,8.888717647058824,9.050767757733016
2015,Anureet Singh,9.096774193548388,470,51.666666666666664,310,15,18,16,5,127,4,0,0,0,0,8.891322580645163,9.027116316965753
2020,RA Jadeja,8.75229357798165,318,36.333333333333336,218,6,17,3,0,59,2,0,0,0,0,8.905546788990826,9.0427896406679
2016,S Kaushik,8.391304347826088,193,23.0,138,6,9,4,1,55,0,0,0,0,0,8.908817391304348,9.071589054101167
2026,Mohammed Siraj,9.064516129032258,562,62.0,372,19,24,18,0,186,2,0,0,0,0,8.91185806451613,8.819819415069595
2019,SN Thakur,9.366666666666667,281,30.0,180,8,11,10,0,75,0,0,0,1,0,8.913883333333334,9.098455192726943
2019,JP Behrendorff,8.68421052631579,165,19.0,114,5,8,3,0,57,0,0,0,0,0,8.923842105263159,9.112176151903213
2020,KL Nagarkoti,8.884615384615385,231,26.0,156,5,11,4,0,50,0,0,0,0,0,8.927423076923077,9.070124102367492
2019,AJ Tye,10.590909090909092,233,22.0,132,3,9,5,0,35,0,0,0,1,0,8.929527272727274,9.12000904045966
2022,TG Southee,7.885714285714286,276,35.0,210,14,13,10,1,103,0,0,0,1,0,8.934694285714288,8.623738252806351
2022,M Ashwin,7.862068965517241,228,29.0,174,9,13,5,0,74,2,0,0,0,0,8.93708275862069,8.626842628879103
2022,K Rabada,8.520833333333334,409,48.0,288,23,15,20,3,145,1,0,0,0,0,8.941722916666668,8.632873593506384
2024,Avesh Khan,9.610942249240122,527,54.833333333333336,329,19,23,18,1,117,2,3,0,1,0,8.942971732522796,8.972768112554089
2018,Imran Tahir,9.096774193548386,188,20.666666666666668,124,6,10,2,0,42,0,1,0,0,0,8.945254838709678,8.977961272282165
2026,J Overton,8.892857142857142,249,28.0,168,14,12,8,0,68,3,0,0,0,0,8.954214285714286,8.872142946188944
2026,YS Chahal,9.487804878048781,389,41.0,246,12,21,17,4,69,1,0,0,0,1,8.954643902439026,9.987475572748156
2017,MJ McClenaghan,9.481481481481481,512,54.0,324,19,20,21,5,140,3,3,0,0,0,8.968025925925929,9.6814827857152
2026,JJ Bumrah,8.510204081632653,417,49.0,294,4,12,25,7,131,1,0,0,0,0,8.96995306122449,8.891585386682772
2017,A Zampa,8.218487394957984,163,19.833333333333332,119,7,9,3,0,42,1,0,0,0,0,8.97299243697479,9.68906560041314
2025,Prince Yadav,9.854014598540147,225,22.833333333333332,137,3,10,7,0,50,3,0,0,0,0,8.989254744525548,9.169491099523878
2021,K Rabada,8.196428571428571,459,56.0,336,15,24,10,3,143,2,0,0,3,0,8.997028571428572,8.896258163833322
2016,DR Smith,8.555555555555555,154,18.0,108,8,7,5,1,45,1,0,0,0,0,8.997800000000002,9.163766011411264
2022,KR Sen,9.417218543046356,237,25.166666666666668,151,8,11,7,0,65,2,0,0,1,0,9.001559602649007,8.71064528425427
2020,Mohammed Siraj,8.723926380368098,237,27.166666666666668,163,11,11,9,1,85,3,0,0,0,0,9.005965030674847,9.168262416933823
2022,AS Joseph,8.833333333333334,265,30.0,180,7,13,6,1,76,2,0,0,0,0,9.007203333333333,8.71798062494435
2025,Avesh Khan,10.288732394366196,487,47.333333333333336,284,13,21,10,0,87,1,1,0,0,0,9.01240985915493,9.198669214731257
2022,Washington Sundar,8.571428571428571,240,28.0,168,6,13,3,1,48,0,1,0,0,0,9.012535714285715,8.724911294241458
2020,NM Coulter-Nile,7.923076923076923,206,26.0,156,5,9,11,0,78,0,0,0,0,0,9.021757692307691,9.187995376468571
2026,AJ Hosein,8.108108108108107,200,24.666666666666668,148,8,11,3,2,60,2,0,0,0,0,9.02393108108108,8.958265570179641
2018,HV Patel,9.542857142857143,167,17.5,105,7,7,7,0,40,0,1,0,0,0,9.027888571428571,9.069358513315475
2018,MJ McClenaghan,8.325,333,40.0,240,14,15,15,1,112,2,0,0,0,0,9.038370000000002,9.080951522877024
2017,I Sharma,10.0,180,18.0,108,0,6,7,1,45,0,0,0,0,0,9.03858888888889,9.789217545070738
2016,CJ Jordan,9.285714285714286,260,28.0,168,11,9,17,2,65,4,0,0,1,0,9.043414285714288,9.211017784860582
2026,Rashid Khan,9.079178885630498,516,56.833333333333336,341,21,36,15,0,124,6,2,0,0,1,9.05236099706745,9.79761224275387
2026,Suyash Sharma,9.208163265306123,376,40.833333333333336,245,9,18,8,0,81,1,0,0,0,0,9.052362857142857,8.993387941285103
2020,Navdeep Saini,8.292857142857143,387,46.666666666666664,280,7,17,19,2,133,3,0,0,0,0,9.05615357142857,9.230973090208908
2018,SR Watson,8.964285714285714,251,28.0,168,6,12,8,0,65,0,1,0,0,0,9.061107142857143,9.106099995029338
2025,JR Hazlewood,8.772727272727273,386,44.0,264,22,22,6,0,126,1,2,0,0,0,9.073613636363639,9.275793033425574
2025,Mohammed Siraj,9.24561403508772,527,57.0,342,16,22,30,0,176,5,2,0,0,0,9.079282456140351,9.282936400201434
2025,SP Narine,7.844444444444444,353,45.0,270,12,22,5,2,93,3,1,0,0,0,9.081284444444442,9.285459136379405
2025,Yash Dayal,9.673469387755102,474,49.0,294,13,20,15,4,106,4,1,0,0,0,9.082648979591838,9.287178608054345
2024,N Burger,8.529411764705882,145,17.0,102,7,7,7,0,53,2,0,0,0,0,9.082776470588236,9.145695409972921
2018,DS Kulkarni,9.478991596638656,188,19.833333333333332,119,4,8,7,0,61,1,0,0,0,0,9.085167226890757,9.132711709487195
2025,R Parag,8.5,170,20.0,120,3,7,9,0,38,0,0,0,0,0,9.097685,9.30612572806442
2024,SN Thakur,9.852631578947369,312,31.666666666666668,190,5,13,7,3,54,2,0,0,0,0,9.102312631578949,9.16986008113365
2023,A Nortje,9.175,367,40.0,240,10,17,11,3,104,4,0,0,1,0,9.1095875,9.1406637752388
2018,AD Russell,9.409691629955947,356,37.833333333333336,227,13,15,12,1,88,1,0,0,0,0,9.109764317180616,9.159917381020731
2021,KH Pandya,8.050251256281408,267,33.166666666666664,199,5,12,15,2,78,0,2,1,0,0,9.113546231155778,9.039003376128997
2021,DJ Bravo,7.811881188118813,263,33.666666666666664,202,14,11,20,0,92,0,1,0,0,0,9.117115841584159,9.043376488321647
2020,MP Stoinis,9.539325842696629,283,29.666666666666668,178,13,14,7,0,56,3,0,0,0,0,9.11966966292135,9.310336562457671
2015,MJ McClenaghan,8.25531914893617,388,47.0,282,18,15,23,2,147,0,0,0,0,0,9.120272340425533,9.300725237485542
2017,SL Malinga,8.565055762081784,384,44.833333333333336,269,11,16,22,2,112,4,0,0,0,0,9.12292973977695,9.91798823287527
2022,Lalit Yadav,8.38888888888889,151,18.0,108,4,8,2,1,39,0,0,0,0,0,9.124205555555555,8.870052226071591
2024,HV Patel,9.775510204081632,479,49.0,294,24,18,27,2,107,4,2,0,0,0,9.127489795918368,9.201002222996166
2025,Fazalhaq Farooqi,12.352941176470589,210,17.0,102,0,8,2,0,27,0,0,0,0,0,9.128935294117646,9.345504703147192
2022,M Prasidh Krishna,8.330827067669173,554,66.5,399,19,18,46,3,232,3,0,0,0,0,9.139442857142857,8.889856643502558
2019,LH Ferguson,10.764705882352942,183,17.0,102,2,7,5,0,35,0,0,0,0,0,9.142341176470588,9.413218976984076
2018,HH Pandya,8.953125,382,42.666666666666664,256,18,18,14,1,111,1,0,0,4,0,9.145075781249998,9.198973711729735
2018,B Laughlin,10.095238095238095,212,21.0,126,9,8,8,1,41,1,0,0,0,0,9.15524761904762,9.210224297663006
2024,SM Curran,10.170731707317072,417,41.0,246,16,20,8,1,91,3,1,0,0,0,9.159336585365855,9.240394158540173
2023,Harshit Rana,8.705882352941176,148,17.0,102,5,7,6,1,55,0,1,0,0,0,9.16245882352941,9.190187143997125
2015,TG Southee,8.857142857142858,248,28.0,168,6,12,7,1,79,1,0,0,0,0,9.1639,9.352862950372534
2024,R Ashwin,8.49090909090909,467,55.0,330,9,19,28,0,105,0,0,0,1,0,9.16392,9.246063476451711
2020,CJ Jordan,9.723076923076922,316,32.5,195,9,12,15,1,77,2,0,0,0,0,9.165558461538463,9.36767470008524
2018,LE Plunkett,9.0,225,25.0,150,4,12,4,0,46,1,0,0,0,0,9.167620000000001,9.223908799704171
2024,Mustafizur Rahman,9.349514563106796,321,34.333333333333336,206,14,10,18,4,97,1,0,0,0,0,9.167997087378641,9.251106507979005
2022,LH Ferguson,8.97902097902098,428,47.666666666666664,286,12,20,16,1,128,1,1,0,0,0,9.183113286713288,8.946616523960868
2026,JR Hazlewood,9.592233009708737,494,51.5,309,15,25,13,0,139,3,1,0,2,0,9.195515533980583,9.170227454571588
2025,B Kumar,9.288461538461538,483,52.0,312,17,26,6,0,129,2,0,0,0,0,9.197634615384617,9.432073771911504
2023,JP Behrendorff,9.214285714285714,387,42.0,252,14,18,14,0,102,2,0,0,0,0,9.198304761904764,9.223763220897553
2020,KV Sharma,8.68421052631579,165,19.0,114,5,9,4,0,31,1,0,0,0,0,9.200500000000002,9.41133421616766
2022,OC McCoy,9.212903225806452,238,25.833333333333332,155,11,8,17,2,66,3,0,0,0,0,9.211654838709677,8.983712909211599
2023,SM Curran,10.24390243902439,490,47.833333333333336,287,10,21,12,1,97,1,0,0,0,0,9.22056898954704,9.244617617611008
2026,Mukesh Choudhary,8.892857142857142,249,28.0,168,8,12,10,0,82,1,0,0,1,0,9.225425000000001,9.207175247168776
2026,VG Arora,10.263157894736842,390,38.0,228,11,16,13,0,88,1,0,0,0,0,9.225818421052631,9.207661248471725
2017,A Choudhary,8.613861386138614,145,16.833333333333332,101,5,6,7,1,49,0,0,0,0,0,9.236563366336632,10.09148280988914
2022,HV Patel,7.663551401869159,410,53.5,321,19,20,25,0,147,0,0,0,1,0,9.24326261682243,9.024794568468904
2020,KA Pollard,9.047619047619047,190,21.0,126,4,7,12,0,45,0,0,0,0,0,9.244119047619048,9.465836295780433
2023,HH Pandya,9.16,229,25.0,150,3,11,6,1,69,0,0,0,1,0,9.255203999999999,9.2770594458103
2025,Azmatullah Omarzai,10.333333333333334,279,27.0,162,8,12,9,0,53,1,0,0,1,0,9.264181481481483,9.515930498891407
2021,CH Morris,9.170731707317072,376,41.0,246,15,16,20,0,107,2,0,0,0,0,9.282987804878049,9.24658541536087
2015,MG Johnson,9.46788990825688,344,36.333333333333336,218,10,14,17,2,107,3,0,0,0,0,9.287796330275228,9.500926618207293
2025,JC Archer,9.494505494505495,432,45.5,273,11,18,22,2,129,3,1,0,0,0,9.2889,9.547078683326387
2015,P Kumar,9.13888888888889,329,36.0,216,7,15,14,0,93,1,0,0,0,0,9.290305555555555,9.503925295388479
2022,AD Russell,9.905325443786982,279,28.166666666666668,169,17,12,11,1,64,2,0,0,1,0,9.29104082840237,9.086893467070658
2023,K Kartikeya,8.73076923076923,227,26.0,156,5,13,8,0,51,4,0,0,0,0,9.292823076923078,9.31229638134442
2026,Shivang Kumar,9.615384615384615,375,39.0,234,9,19,6,0,69,0,0,0,0,0,9.296833333333334,9.295387463595437
2025,M Jansen,9.222614840989399,435,47.166666666666664,283,16,22,16,2,133,4,1,0,2,0,9.301112014134274,9.562467229702738
2019,MP Stoinis,8.7,145,16.666666666666668,100,2,8,3,0,35,0,0,0,0,0,9.307686,9.641027143456954
2025,PWH de Silva,9.048780487804878,371,41.0,246,11,21,5,0,72,1,0,0,0,0,9.316248780487806,9.58154130122429
2021,PJ Cummins,8.832298136645964,237,26.833333333333332,161,9,12,11,0,67,1,1,0,0,0,9.316250310559006,9.287335147599148
2021,AD Russell,9.894736842105264,188,19.0,114,11,8,8,0,47,1,0,0,0,0,9.317594736842105,9.288982197631274
2016,HH Pandya,9.18,153,16.666666666666668,100,3,7,6,0,37,0,0,0,0,0,9.321359999999999,9.498941353474612
2017,CJ Anderson,9.876106194690266,186,18.833333333333332,113,3,8,9,0,29,0,1,0,0,0,9.344466371681417,10.25622793716875
2024,CV Varun,8.06,403,50.0,300,21,26,8,2,133,1,2,0,1,0,9.353874,9.481021406407717
2022,M Jansen,8.5625,274,32.0,192,7,14,13,0,92,2,0,0,0,0,9.358115625,9.174072766063052
2025,PJ Cummins,9.080536912751679,451,49.666666666666664,298,16,23,14,1,131,1,1,1,0,0,9.358715436241612,9.635054185694505
2025,DL Chahar,9.21951219512195,378,41.0,246,11,14,22,2,124,0,0,0,0,0,9.360987804878048,9.63791763227764
2025,MA Starc,10.403433476394849,404,38.833333333333336,233,14,14,24,4,99,3,2,0,0,0,9.362584120171674,9.639929173670987
2023,JO Holder,9.964912280701755,284,28.5,171,4,14,5,0,51,0,0,0,0,0,9.363282456140352,9.378294082679034
2023,SN Thakur,10.571428571428571,222,21.0,126,7,9,6,2,39,1,0,0,0,0,9.375757142857145,9.389978838595475
2018,MM Sharma,10.92134831460674,324,29.666666666666668,178,7,14,8,2,56,3,0,0,0,0,9.379904494382023,9.45870658097676
2015,SR Watson,9.344827586206897,271,29.0,174,6,9,19,2,83,1,0,0,0,0,9.389910344827587,9.62295909082668
2022,JD Unadkat,9.5,190,20.0,120,6,11,4,0,39,1,1,0,0,0,9.400030000000001,9.228550245169318
2025,Zeeshan Ansari,9.871921182266009,334,33.833333333333336,203,6,17,6,1,54,1,0,0,1,0,9.400854679802956,9.6881544930376
2025,VG Arora,10.117647058823529,430,42.5,255,17,20,17,0,111,1,2,0,0,0,9.421321176470588,9.713944639500614
2022,Yash Dayal,9.34375,299,32.0,192,11,12,13,3,87,0,0,0,0,0,9.422675000000002,9.257982689631664
2024,Naveen-ul-Haq,10.273972602739725,375,36.5,219,14,15,13,3,83,1,0,0,0,0,9.428226027397262,9.572988927203767
2024,Arshdeep Singh,10.033112582781456,505,50.333333333333336,302,19,21,24,0,138,2,0,0,0,0,9.439146357615893,9.586496503683366
2026,Mohammed Shami,9.0,459,51.0,306,12,22,21,0,153,1,0,0,0,0,9.44118431372549,9.473707266472141
2024,Harshit Rana,9.08300395256917,383,42.166666666666664,253,19,22,11,0,106,2,1,0,1,0,9.450515810276679,9.600559608760967
2024,RD Chahar,9.03225806451613,280,31.0,186,10,18,3,1,58,2,1,0,1,0,9.461245161290325,9.613830959213907
2026,DS Rathi,10.179487179487179,397,39.0,234,5,21,6,0,62,2,0,0,0,0,9.463992307692308,9.50188246124482
2022,JO Holder,9.421686746987952,391,41.5,249,14,19,17,0,94,1,1,0,0,0,9.46934578313253,9.318642227391091
2023,MR Marsh,8.479338842975206,171,20.166666666666668,121,12,8,11,1,47,0,1,0,0,0,9.47532644628099,9.483243145242268
2024,Mohammed Siraj,9.185185185185185,496,54.0,324,15,24,27,0,155,2,2,0,0,0,9.481801851851852,9.63925794396328
2025,Sandeep Sharma,10.08968609865471,375,37.166666666666664,223,9,15,20,1,73,0,1,0,1,0,9.50009461883408,9.81320826282327
2024,TU Deshpande,8.875,426,48.0,288,17,20,23,2,139,3,0,0,0,0,9.502902083333334,9.665357245428275
2026,KK Ahmed,8.673267326732674,146,16.833333333333332,101,2,8,5,0,48,0,0,0,0,0,9.51399504950495,9.563651900143688
2023,Umran Malik,10.85,217,20.0,120,5,9,10,0,47,2,0,0,0,0,9.52349,9.528356852868882
2023,WD Parnell,9.417218543046356,237,25.166666666666668,151,9,13,6,1,62,1,1,1,0,0,9.52655165562914,9.531224636207964
2026,Nithish Kumar Reddy,10.451612903225806,324,31.0,186,8,14,11,1,68,0,0,0,1,0,9.540180645161291,9.595999517340069
2024,Shahbaz Ahmed,9.854545454545455,271,27.5,165,7,16,1,1,52,0,1,0,0,0,9.547438181818183,9.72044484299567
2019,BA Stokes,11.287128712871288,190,16.833333333333332,101,6,7,8,1,38,1,0,0,0,0,9.548830693069306,9.973270567896614
2026,E Malinga,9.331288343558281,507,54.333333333333336,326,20,24,25,0,142,2,0,0,0,0,9.554307975460123,9.613451305663348
2025,HV Patel,9.901140684410645,434,43.833333333333336,263,16,16,27,4,105,2,1,0,0,0,9.559550190114066,9.888129140404534
2026,Arshdeep Singh,10.226415094339623,542,53.0,318,14,20,32,1,137,1,0,0,0,0,9.569181132075473,9.63182442892582
2023,Akash Singh,9.894736842105264,188,19.0,114,5,11,3,0,49,2,0,0,0,0,9.570263157894738,9.572168208283959
2019,UT Yadav,9.832599118942731,372,37.833333333333336,227,8,18,11,1,98,0,0,0,0,0,9.580108810572687,10.016364814496365
2026,Kartik Tyagi,9.843137254901961,502,51.0,306,18,25,11,4,122,1,0,0,1,0,9.585496078431373,9.651978625386587
2022,TS Mills,11.176470588235293,190,17.0,102,6,8,6,0,35,0,0,0,0,0,9.598794117647058,9.486890446262443
2026,Sakib Hussain,9.476190476190476,398,42.0,252,15,18,26,1,108,4,1,0,0,0,9.610245238095239,9.682551782982298
2019,SL Malinga,9.814126394052044,440,44.833333333333336,269,16,23,11,2,102,0,1,0,1,0,9.623976579925651,10.076804784071681
2024,I Sharma,9.851851851851851,266,27.0,162,10,9,24,1,82,2,1,0,0,0,9.631340740740743,9.824225608667655
2019,TA Boult,8.578947368421053,163,19.0,114,5,9,7,0,50,0,0,0,0,0,9.647547368421053,10.109280056020562
2024,N Thushara,9.961538461538462,259,26.0,156,8,10,18,2,66,0,2,0,0,0,9.65373076923077,9.851920286040453
2020,TU Deshpande,11.352941176470589,193,17.0,102,3,7,8,1,36,0,0,0,0,0,9.663070588235295,9.989317010443957
2024,KK Ahmed,9.6,480,50.0,300,17,23,26,1,153,1,2,0,0,0,9.697881999999998,9.906531832975752
2020,AD Russell,9.833333333333334,177,18.0,108,6,8,7,2,44,1,0,1,1,0,9.700077777777778,10.03555756132221
2025,R Sai Kishore,9.24705882352941,393,42.5,255,19,25,7,0,84,1,1,0,1,0,9.702622352941177,10.068416567901926
2018,SN Thakur,9.235714285714286,431,46.666666666666664,280,16,24,15,0,128,1,0,0,1,0,9.70391142857143,9.81707523849963
2024,PP Chawla,8.914285714285715,312,35.0,210,13,21,9,0,70,2,2,0,1,0,9.711957142857143,9.923941660773798
2016,VR Aaron,9.676056338028168,229,23.666666666666668,142,2,9,13,2,61,0,0,0,0,0,9.712309859154928,9.903925754426124
2015,Imran Tahir,8.845070422535212,314,35.5,213,15,18,17,0,72,3,1,0,0,0,9.721578873239435,10.019323201958338
2026,Yash Raj Punja,9.3,279,30.0,180,9,18,6,0,55,2,1,0,0,0,9.721726666666667,9.820267136998352
2023,UT Yadav,9.947368421052632,189,19.0,114,1,11,2,0,44,0,0,0,0,0,9.728657894736843,9.720532963284768
2022,RP Meredith,8.428571428571429,236,28.0,168,8,10,21,0,89,0,0,0,0,0,9.737917857142856,9.667714104293076
2026,PJ Cummins,9.65625,309,32.0,192,8,14,15,2,78,1,0,0,0,0,9.740003125000001,9.84284443047035
2021,RP Meredith,10.0,170,17.0,102,4,7,10,1,43,1,0,0,0,0,9.75075294117647,9.819642184967817
2023,RP Meredith,10.576271186440678,208,19.666666666666668,118,7,9,9,1,49,1,0,0,0,0,9.751377966101694,9.741814338467123
2023,KK Ahmed,9.181818181818182,303,33.0,198,9,14,16,2,102,0,0,0,0,0,9.768554545454547,9.75790325049946
2025,TU Deshpande,10.625,340,32.0,192,9,13,20,0,79,0,0,0,0,0,9.7713,10.15495832466401
2025,KK Ahmed,9.642857142857144,450,46.666666666666664,280,15,25,10,3,146,2,0,0,0,0,9.773907857142857,10.158244525461397
2023,HV Patel,9.74468085106383,458,47.0,282,14,21,21,5,103,3,0,0,0,0,9.793857446808511,9.78160390391153
2026,MA Starc,10.181818181818182,224,22.0,132,11,11,12,0,61,0,1,0,2,0,9.81957272727273,9.941138434111366
2025,Harshit Rana,10.227272727272727,450,44.0,264,15,24,12,2,115,3,0,0,0,0,9.829459090909092,10.228245487438349
2021,M Prasidh Krishna,9.324675324675324,359,38.5,231,12,14,22,8,118,1,1,0,0,0,9.831055844155845,9.918020876752282
2022,Shahbaz Ahmed,9.628571428571428,337,35.0,210,4,19,10,1,68,0,1,0,0,0,9.833737142857144,9.792253552524794
2018,DJ Bravo,9.962616822429906,533,53.5,321,14,29,17,0,107,1,0,0,2,0,9.841028971962617,9.968734430827928
2025,I Sharma,11.181818181818182,205,18.333333333333332,110,4,10,7,0,42,0,1,0,0,0,9.841538181818184,10.243466535219243
2020,SS Cottrell,8.8,176,20.0,120,6,8,15,0,70,1,0,0,0,0,9.859735,10.235049551892637
2019,Mohammed Siraj,9.621301775147929,271,28.166666666666668,169,7,13,14,2,77,2,0,0,0,0,9.85985147928994,10.401787612043883
2026,K Rabada,9.68041237113402,626,64.66666666666667,388,29,40,13,0,184,3,1,0,2,0,9.9186912371134,10.063581614533168
2019,HH Pandya,9.2,391,42.5,255,14,23,14,1,107,0,1,0,0,0,9.919655294117648,10.484183886164677
2026,M Prasidh Krishna,10.435897435897436,407,39.0,234,16,23,8,0,87,1,0,0,0,0,9.926110256410258,10.072746485148942
2019,KMA Paul,8.9079754601227,242,27.166666666666668,163,9,8,21,5,67,0,0,0,0,0,9.949430061349693,10.525206852505574
2024,HH Pandya,10.75,387,36.0,216,11,21,10,0,75,2,0,0,0,0,9.959361111111113,10.229960614014338
2023,TU Deshpande,9.976539589442815,567,56.833333333333336,341,21,28,26,4,163,2,1,0,0,0,9.968638416422287,9.94531727124015
2024,JD Unadkat,10.235294117647058,319,31.166666666666668,187,8,16,13,0,57,0,0,0,0,0,9.973474331550802,10.247417540741452
2015,VR Aaron,10.211538461538462,177,17.333333333333332,104,3,7,13,0,56,0,0,0,0,0,10.007059615384614,10.3604900927315
2025,Arshad Khan,10.380952380952381,218,21.0,126,6,10,10,1,58,0,0,0,0,0,10.013466666666666,10.460116256830803
2019,S Kaul,9.037037037037036,244,27.0,162,6,15,7,2,62,1,0,0,0,0,10.020637037037037,10.623314130527055
2020,JD Unadkat,9.91304347826087,228,23.0,138,4,13,8,0,41,1,0,0,0,0,10.025073913043478,10.441640825514352
2022,DR Sams,8.833333333333334,371,42.0,252,13,19,27,1,128,0,1,0,0,0,10.033400000000002,10.051761874629015
2026,M Jansen,10.204225352112676,483,47.333333333333336,284,9,28,14,0,96,1,1,0,0,0,10.033407042253522,10.205292461968053
2024,MM Sharma,10.923076923076923,426,39.0,234,13,22,11,1,65,0,0,0,1,0,10.03345641025641,10.32161058246275
2025,Mukesh Kumar,10.379746835443038,410,39.5,237,12,21,18,2,98,3,0,0,2,0,10.039421518987343,10.492822364458629
2019,JD Unadkat,10.660714285714285,398,37.333333333333336,224,10,22,12,0,70,2,0,0,1,0,10.04812767857143,10.661190082791137
2022,SN Thakur,9.806896551724137,474,48.333333333333336,290,15,23,30,1,133,1,1,0,1,0,10.048727586206898,10.071683637922293
2020,Kartik Tyagi,9.641921397379914,368,38.166666666666664,229,9,21,12,1,94,0,0,0,0,0,10.055723580786028,10.47993764129994
2024,Mohsin Khan,10.131578947368421,385,38.0,228,10,23,10,0,91,2,0,0,0,0,10.063863157894737,10.359221301277811
2024,Akash Madhwal,11.394495412844035,207,18.166666666666668,109,5,9,10,2,44,1,1,0,0,0,10.064914678899083,10.360521948795032
2021,KA Jamieson,9.714285714285714,272,28.0,168,9,14,11,3,79,1,0,0,0,0,10.065207142857144,10.20487848203442
2026,XC Bartlett,11.611940298507463,389,33.5,201,5,18,12,1,64,0,0,0,0,0,10.07926119402985,10.261937060318683
2022,A Nortje,9.895522388059701,221,22.333333333333332,134,9,10,9,4,55,0,0,0,0,0,10.079722388059702,10.11196859195868
2026,DL Chahar,10.392156862745098,265,25.5,153,8,15,9,0,67,2,0,0,0,0,10.080441176470588,10.263394717451725
2018,Mohammed Siraj,8.951219512195122,367,41.0,246,11,21,22,0,108,2,0,0,0,0,10.083178048780487,10.236564006132305
2025,MM Sharma,10.4,260,25.0,150,2,11,13,3,44,0,0,0,0,0,10.099523999999999,10.568558422919399
2026,Gurjapneet Singh,9.258278145695364,233,25.166666666666668,151,4,13,12,0,54,0,0,0,0,0,10.111074834437087,10.301237119596403
2022,D Pretorius,10.0,210,21.0,126,6,11,12,0,49,0,1,0,0,0,10.126719047619048,10.173051681929806
2026,Vijaykumar Vyshak,10.67741935483871,331,31.0,186,9,18,8,1,59,0,0,0,0,0,10.135883870967742,10.331884244345323
2018,MG Johnson,10.285714285714286,216,21.0,126,2,12,7,0,53,0,0,0,0,0,10.140761904761906,10.300254770080548
2026,Arshad Khan,9.923076923076923,172,17.333333333333332,104,6,10,7,0,51,1,0,0,0,0,10.168817307692308,10.372567611571668
2023,C Green,9.526315789473685,362,38.0,228,6,20,18,1,99,1,0,0,0,0,10.170486842105262,10.134384110333462
2024,LH Ferguson,10.75,258,24.0,144,9,15,3,3,45,2,0,0,0,0,10.182575,10.506058370685755
2023,Yash Thakur,9.141361256544503,291,31.833333333333332,191,13,16,16,2,84,1,0,0,0,0,10.183421465968586,10.146499678936115
2024,VG Arora,9.366666666666667,281,30.0,180,11,12,20,6,99,2,0,0,0,0,10.223946666666667,10.557231818777556
2018,Shivam Mavi,9.678571428571429,271,28.0,168,5,16,12,1,74,2,0,0,0,0,10.254346428571429,10.425885208869854
2025,Mohammed Shami,11.266666666666667,338,30.0,180,6,17,11,1,67,0,0,0,0,0,10.275273333333333,10.790022854329003
2020,TK Curran,11.504587155963302,209,18.166666666666668,109,3,10,7,1,31,0,0,0,0,0,10.281255963302751,10.761740764892616
2021,SM Curran,10.0,330,33.0,198,9,20,11,2,87,1,1,0,0,0,10.301054545454548,10.493813975864025
2025,SN Thakur,11.058823529411764,376,34.0,204,13,17,22,1,82,0,1,0,0,0,10.306938235294119,10.829924283116137
2023,Vijaykumar Vyshak,10.583333333333334,254,24.0,144,9,14,9,1,48,1,0,0,0,0,10.307508333333335,10.262729031264538
2025,HH Pandya,9.857142857142858,345,35.0,210,14,17,19,3,86,0,0,0,0,0,10.310494285714285,10.834405316810145
2024,MA Starc,10.613545816733067,444,41.833333333333336,251,17,23,30,0,121,7,0,0,1,0,10.330052988047807,10.688476865614998
2023,Mukesh Kumar,10.548387096774194,327,31.0,186,7,19,11,1,75,1,0,0,2,0,10.343551612903227,10.296489953182943
2023,CJ Jordan,10.772727272727273,237,22.0,132,3,13,9,0,52,0,0,0,0,0,10.404304545454547,10.3533958462275
2024,G Coetzee,10.208955223880597,342,33.5,201,13,17,23,1,96,1,0,0,1,0,10.446234328358209,10.832183906366158
2024,Yash Thakur,11.352112676056338,403,35.5,213,11,23,12,1,80,3,0,0,0,0,10.459826760563379,10.848996659632707
2022,PJ Cummins,10.689075630252102,212,19.833333333333332,119,7,11,12,0,45,1,0,0,0,0,10.46027142857143,10.606580581362952
2025,Akash Deep,12.052631578947368,229,19.0,114,3,9,17,0,48,0,1,0,0,0,10.460831578947369,11.023847646599108
2023,HR Shokeen,9.947368421052632,189,19.0,114,3,10,9,2,42,0,0,0,0,0,10.462284210526315,10.407704082567301
2025,Ravi Bishnoi,10.837837837837839,401,37.0,222,9,25,11,0,79,2,0,0,1,0,10.49624054054054,11.068467022373145
2026,T Natarajan,11.18324607329843,356,31.833333333333332,191,5,19,14,0,57,0,0,0,0,0,10.499894764397908,10.781554558915401
