Year,Bowler,Economy,TotalRuns,Overs,TotalBalls,TotalWickets,Sixes,Wides,NoBalls,FI Wickets,DotBalls
2026,L Ngidi,8.225806451612902,340,41.333333333333336,248,13,16,7,0,4,103
2020,S Nadeem,8.227272727272727,181,22.0,132,5,4,5,3,0,33
2011,BA Bhatt,8.227544910179642,229,27.833333333333332,167,9,9,6,0,3,61
2014,VR Aaron,8.236363636363636,302,36.666666666666664,220,16,12,21,3,1,114
2020,SM Curran,8.238095238095237,346,42.0,252,13,8,13,2,2,102
2023,Rashid Khan,8.238805970149254,552,67.0,402,27,26,5,0,15,139
2025,KH Pandya,8.23913043478261,379,46.0,276,17,19,9,0,2,91
2019,KK Ahmed,8.239234449760765,287,34.833333333333336,209,19,11,13,0,1,100
2019,Sandeep Sharma,8.25,352,42.666666666666664,256,12,12,9,0,3,91
2014,Yuvraj Singh,8.25,187,22.666666666666668,136,5,9,4,0,3,38
2017,SN Thakur,8.253275109170307,315,38.166666666666664,229,11,5,14,0,1,99
2015,MJ McClenaghan,8.25531914893617,388,47.0,282,18,15,23,2,0,147
2023,Suyash Sharma,8.256410256410257,322,39.0,234,10,16,5,1,4,87
2014,PP Ojha,8.26086956521739,380,46.0,276,4,22,14,0,0,108
2023,Washington Sundar,8.264150943396226,146,17.666666666666668,106,3,6,0,0,0,35
2021,S Kaul,8.266666666666667,248,30.0,180,7,9,1,1,0,70
2021,C Sakariya,8.26923076923077,430,52.0,312,14,12,23,4,1,132
2025,M Prasidh Krishna,8.271186440677965,488,59.0,354,25,23,11,0,4,156
2021,HV Patel,8.272189349112425,466,56.333333333333336,338,32,16,23,7,8,141
2012,YK Pathan,8.272727272727273,182,22.0,132,3,9,9,0,1,53
2021,Arshdeep Singh,8.274193548387096,342,41.333333333333336,248,18,11,15,0,6,103
2023,I Sharma,8.28,207,25.0,150,10,3,9,1,2,75
2025,DS Rathi,8.288461538461538,431,52.0,312,14,14,13,2,2,106
2017,Kuldeep Yadav,8.292682926829269,340,41.0,246,12,18,5,0,2,80
2012,HV Patel,8.292682926829269,340,41.0,246,9,11,3,0,2,90
2020,Navdeep Saini,8.292857142857143,387,46.666666666666664,280,7,17,19,2,3,133
2011,V Kohli,8.294117647058824,141,17.0,102,2,2,4,2,0,27
2019,K Gowtham,8.3,166,20.0,120,1,6,2,0,0,40
2018,S Kaul,8.303030303030303,548,66.0,396,21,14,6,1,6,137
2008,PP Chawla,8.306049822064056,389,46.833333333333336,281,17,21,14,0,8,119
2024,TA Boult,8.30625,443,53.333333333333336,320,16,14,18,0,4,150
2017,Sandeep Sharma,8.3125,399,48.0,288,17,14,12,1,5,131
2013,KK Cooper,8.314814814814815,449,54.0,324,19,11,25,0,8,121
2008,R Bhatia,8.318181818181818,183,22.0,132,6,11,3,0,3,52
2020,JO Holder,8.321428571428571,233,28.0,168,14,5,8,0,2,66
2018,MJ McClenaghan,8.325,333,40.0,240,14,15,15,1,2,112
2024,Noor Ahmad,8.32535885167464,290,34.833333333333336,209,8,14,6,0,3,80
2020,K Rabada,8.327455919395465,551,66.16666666666667,397,32,21,17,2,5,175
2022,M Prasidh Krishna,8.330827067669173,554,66.5,399,19,18,46,3,3,232
2011,JD Unadkat,8.333333333333334,150,18.0,108,6,6,3,0,1,44
2008,SK Trivedi,8.333333333333334,400,48.0,288,13,17,13,1,6,120
2023,B Kumar,8.333333333333334,425,51.0,306,16,11,17,0,5,141
2015,KV Sharma,8.334728033472803,332,39.833333333333336,239,10,22,0,0,1,71
2015,D Wiese,8.338582677165354,353,42.333333333333336,254,16,8,9,0,3,85
2016,P Sahu,8.342857142857143,146,17.5,105,3,5,2,0,1,29
2016,BB Sran,8.343434343434344,413,49.5,297,14,14,15,0,2,126
2021,DL Chahar,8.351851851851851,451,54.0,324,14,13,15,0,4,147
2018,M Markande,8.363636363636363,368,44.0,264,15,17,4,0,7,91
2010,SR Watson,8.363636363636363,184,22.0,132,6,4,7,0,0,69
2010,JH Kallis,8.368421052631579,477,57.0,342,13,16,12,1,5,131
2021,JR Hazlewood,8.371428571428572,293,35.0,210,11,13,5,0,1,92
2019,Navdeep Saini,8.375,402,48.0,288,11,14,11,5,0,147
2009,R Vinay Kumar,8.38144329896907,271,32.333333333333336,194,9,7,5,0,1,72
2018,AR Patel,8.384615384615385,218,26.0,156,3,8,2,0,0,43
2010,PJ Sangwan,8.387096774193548,260,31.0,186,9,8,13,2,3,84
2022,Lalit Yadav,8.38888888888889,151,18.0,108,4,8,2,1,0,39
2016,S Kaushik,8.391304347826088,193,23.0,138,6,9,4,1,0,55
2016,MM Sharma,8.391752577319588,407,48.5,291,13,9,13,0,4,113
2020,A Nortje,8.39344262295082,512,61.0,366,22,22,10,0,9,170
2026,RA Jadeja,8.393939393939394,277,33.0,198,10,13,4,0,3,57
2014,MM Sharma,8.396284829721361,452,53.833333333333336,323,23,14,1,0,9,124
2015,P Negi,8.4,252,30.0,180,6,12,3,0,0,60
2013,JO Holder,8.4,168,20.0,120,2,6,5,0,1,54
2010,AD Mathews,8.4,315,37.5,225,8,9,5,1,3,66
2015,AR Patel,8.4,392,46.666666666666664,280,13,21,10,0,2,99
2024,Rashid Khan,8.404580152671755,367,43.666666666666664,262,10,20,0,0,3,84
2018,PP Chawla,8.408163265306122,412,49.0,294,14,15,2,0,4,112
2009,Harmeet Singh,8.408759124087592,192,22.833333333333332,137,3,6,5,0,1,54
2014,Mohammed Shami,8.409090909090908,370,44.0,264,7,13,21,1,1,128
2014,MG Johnson,8.411214953271028,450,53.5,321,17,16,19,6,3,156
2026,Noor Ahmad,8.411764705882353,429,51.0,306,13,22,11,1,1,101
2011,L Balaji,8.413533834586465,373,44.333333333333336,266,10,10,18,2,6,111
2026,KH Pandya,8.415841584158416,425,50.5,303,14,24,10,0,2,98
2012,A Nehra,8.416666666666666,404,48.0,288,11,14,3,2,3,107
2008,JA Morkel,8.416666666666666,404,48.0,288,17,11,26,5,6,129
2018,JC Archer,8.420600858369099,327,38.833333333333336,233,15,12,16,2,5,113
2016,M Morkel,8.422535211267606,299,35.5,213,10,12,7,2,2,98
2009,JA Morkel,8.425,337,40.0,240,13,8,13,9,9,107
2015,TA Boult,8.428571428571429,236,28.0,168,9,6,14,0,3,87
2022,RP Meredith,8.428571428571429,236,28.0,168,8,10,21,0,0,89
2016,MP Stoinis,8.434782608695652,194,23.0,138,8,4,3,0,1,46
2013,R Vinay Kumar,8.435967302452317,516,61.166666666666664,367,23,15,10,3,8,137
2022,Kuldeep Yadav,8.436241610738255,419,49.666666666666664,298,21,22,8,0,8,105
2018,Mustafizur Rahman,8.436363636363636,232,27.5,165,7,10,2,2,1,60
2017,S Kaul,8.439252336448599,301,35.666666666666664,214,16,13,7,1,4,75
2008,Umar Gul,8.444444444444445,190,22.5,135,12,5,18,6,7,73
2010,P Kumar,8.444444444444445,380,45.0,270,10,13,22,0,3,136
2013,M Morkel,8.45,338,40.0,240,7,10,7,3,2,101
2021,Mustafizur Rahman,8.45016077170418,438,51.833333333333336,311,14,15,20,2,6,128
2017,UT Yadav,8.45360824742268,410,48.5,291,17,17,16,0,3,142
2014,JH Kallis,8.454545454545455,186,22.0,132,4,5,2,0,3,45
2016,M Ashwin,8.456140350877194,241,28.5,171,7,12,7,0,2,63
2013,RP Singh,8.460251046025103,337,39.833333333333336,239,13,9,12,2,5,99
2016,CR Brathwaite,8.460431654676258,196,23.166666666666668,139,7,5,8,7,2,46
2009,L Balaji,8.464285714285714,316,37.333333333333336,224,13,12,5,0,0,79
2015,MM Sharma,8.473684210526315,483,57.0,342,14,15,8,2,1,128
2009,S Sreesanth,8.478260869565217,195,23.0,138,6,9,7,3,1,68
2023,MR Marsh,8.479338842975206,171,20.166666666666668,121,12,8,11,1,1,47
2018,Harbhajan Singh,8.481675392670157,270,31.833333333333332,191,7,13,2,0,2,70
2015,R Vinay Kumar,8.482758620689655,369,43.5,261,7,12,5,1,0,99
2024,R Ashwin,8.49090909090909,467,55.0,330,9,19,28,0,1,105
2010,JA Morkel,8.496503496503497,405,47.666666666666664,286,11,9,13,0,1,111
2025,R Parag,8.5,170,20.0,120,3,7,9,0,0,38
2011,JR Hopes,8.5,272,32.0,192,7,11,6,0,1,64
2022,Ravi Bishnoi,8.5,459,54.0,324,13,17,16,3,5,128
2008,Z Khan,8.5,357,42.0,252,13,7,10,0,4,115
2011,AN Ahmed,8.5,170,20.0,120,5,6,13,1,3,53
2026,JJ Bumrah,8.510204081632653,417,49.0,294,4,12,25,7,1,131
2016,Iqbal Abdulla,8.52,213,25.0,150,6,6,5,0,1,43
2022,K Rabada,8.520833333333334,409,48.0,288,23,15,20,3,1,145
2020,Mohammed Shami,8.527272727272727,469,55.0,330,20,15,20,1,3,154
2024,N Burger,8.529411764705882,145,17.0,102,7,7,7,0,2,53
2008,WPUJC Vaas,8.529411764705882,145,17.0,102,5,4,1,0,1,43
2011,JA Morkel,8.533333333333333,384,45.0,270,15,11,11,2,3,117
2020,S Gopal,8.54,427,50.0,300,10,19,5,0,2,91
2011,KA Pollard,8.541176470588235,363,42.5,255,10,11,20,2,2,93
2023,A Zampa,8.545454545454545,188,22.0,132,8,8,2,0,2,41
2011,AB Agarkar,8.555555555555555,231,27.0,162,8,9,2,0,0,53
2016,DR Smith,8.555555555555555,154,18.0,108,8,7,5,1,1,45
2022,M Jansen,8.5625,274,32.0,192,7,14,13,0,2,92
2022,CV Varun,8.564102564102564,334,39.0,234,6,20,10,3,1,97
2017,SL Malinga,8.565055762081784,384,44.833333333333336,269,11,16,22,2,4,112
2020,SN Thakur,8.56701030927835,277,32.333333333333336,194,10,8,9,2,1,76
2020,DJ Bravo,8.571428571428571,180,21.0,126,6,3,9,0,1,44
2022,Washington Sundar,8.571428571428571,240,28.0,168,6,13,3,1,1,48
2009,ST Jayasuriya,8.578947368421053,163,19.0,114,7,8,9,0,2,35
2019,TA Boult,8.578947368421053,163,19.0,114,5,9,7,0,0,50
2017,TS Mills,8.57943925233645,153,17.833333333333332,107,5,6,9,0,3,49
2011,SK Trivedi,8.57943925233645,306,35.666666666666664,214,10,8,11,3,1,78
2024,DL Chahar,8.595744680851064,202,23.5,141,5,9,5,0,2,65
2018,AS Rajpoot,8.598726114649681,225,26.166666666666668,157,11,9,9,2,3,89
2016,SR Watson,8.601769911504425,486,56.5,339,20,18,22,1,3,145
2017,A Choudhary,8.613861386138614,145,16.833333333333332,101,5,6,7,1,0,49
2024,C Green,8.61611374407583,303,35.166666666666664,211,10,11,12,0,0,84
2025,RA Jadeja,8.616740088105725,326,37.833333333333336,227,10,17,5,2,1,80
2010,R Vinay Kumar,8.620938628158845,398,46.166666666666664,277,16,16,7,2,3,111
2010,MF Maharoof,8.625,207,24.0,144,8,5,9,1,2,62
2012,DT Christian,8.62962962962963,233,27.0,162,8,8,7,0,3,62
2008,RP Singh,8.62987012987013,443,51.333333333333336,308,15,12,17,1,6,148
2010,SW Tait,8.631016042780749,269,31.166666666666668,187,10,5,28,5,2,98
2012,R Vinay Kumar,8.632835820895522,482,55.833333333333336,335,19,20,11,2,5,138
2012,AA Chavan,8.634146341463415,236,27.333333333333332,164,7,11,6,0,3,69
2015,J Suchith,8.64102564102564,337,39.0,234,10,13,7,0,3,76
2012,Harmeet Singh,8.64179104477612,193,22.333333333333332,134,7,5,7,2,5,49
2009,YA Abdulla,8.642857142857142,242,28.0,168,14,10,12,1,5,89
2023,J Little,8.647058823529411,294,34.0,204,7,14,7,0,3,82
2014,IK Pathan,8.661971830985916,205,23.666666666666668,142,4,11,2,0,1,47
2014,JD Unadkat,8.663101604278074,270,31.166666666666668,187,9,12,2,0,2,66
2019,Kuldeep Yadav,8.666666666666666,286,33.0,198,4,13,4,0,1,58
2008,L Balaji,8.666666666666666,286,33.0,198,11,9,8,0,2,74
2012,MS Gony,8.666666666666666,208,24.0,144,3,12,7,1,0,69
2026,KK Ahmed,8.673267326732674,146,16.833333333333332,101,2,8,5,0,0,48
2024,Kuldeep Yadav,8.674418604651162,373,43.0,258,16,26,9,1,3,92
2021,Sandeep Sharma,8.680851063829786,204,23.5,141,3,7,4,1,3,55
2025,Harpreet Brar,8.681818181818182,191,22.0,132,10,9,2,1,3,41
2019,JP Behrendorff,8.68421052631579,165,19.0,114,5,8,3,0,0,57
2020,KV Sharma,8.68421052631579,165,19.0,114,5,9,4,0,1,31
2025,AR Patel,8.694444444444445,313,36.0,216,5,16,3,0,3,70
2023,Sandeep Sharma,8.695652173913043,400,46.0,276,10,13,14,4,3,109
2019,MP Stoinis,8.7,145,16.666666666666668,100,2,8,3,0,0,35
2019,Mohammed Shami,8.703703703703704,470,54.0,324,19,19,8,1,7,126
2023,Harshit Rana,8.705882352941176,148,17.0,102,5,7,6,1,1,55
2012,KP Appanna,8.705882352941176,148,17.0,102,6,7,6,0,1,41
2012,V Pratap Singh,8.705882352941176,296,34.0,204,10,10,7,0,2,82
2010,DJ Bravo,8.713375796178344,228,26.166666666666668,157,4,9,5,0,1,56
2008,S Sreesanth,8.716612377850163,446,51.166666666666664,307,19,11,34,4,8,160
2012,DE Bollinger,8.722222222222221,157,18.0,108,8,4,5,0,1,54
2020,Mohammed Siraj,8.723926380368098,237,27.166666666666668,163,11,11,9,1,3,85
2023,K Kartikeya,8.73076923076923,227,26.0,156,5,13,8,0,4,51
2023,DL Chahar,8.735294117647058,297,34.0,204,13,11,11,0,1,93
2011,TG Southee,8.736842105263158,166,19.0,114,4,4,5,0,2,49
2013,MC Henriques,8.74015748031496,185,21.166666666666668,127,7,6,5,0,3,57
2012,VR Aaron,8.741935483870968,271,31.0,186,8,8,7,0,1,84
2022,Avesh Khan,8.748251748251748,417,47.666666666666664,286,18,13,18,1,4,139
2020,RA Jadeja,8.75229357798165,318,36.333333333333336,218,6,17,3,0,2,59
2008,SB Bangar,8.76,219,25.0,150,4,7,7,0,1,60
2024,Ravi Bishnoi,8.770992366412214,383,43.666666666666664,262,10,20,8,0,1,97
2022,PVD Chameera,8.772727272727273,386,44.0,264,9,13,18,2,1,134
2017,CR Woakes,8.772727272727273,386,44.0,264,17,14,14,0,6,107
2025,JR Hazlewood,8.772727272727273,386,44.0,264,22,22,6,0,3,126
2014,AB Dinda,8.774193548387096,272,31.0,186,5,9,13,2,1,72
2013,A Nehra,8.777777777777779,316,36.0,216,11,13,9,0,2,92
2026,CV Varun,8.78048780487805,360,41.0,246,11,18,9,0,1,89
2014,R Vinay Kumar,8.78125,281,32.0,192,7,9,2,0,1,65
2022,LS Livingstone,8.782608695652174,202,23.0,138,6,10,6,0,1,44
2023,Akash Madhwal,8.784313725490197,224,25.5,153,14,9,7,5,8,56
2022,DJ Bravo,8.796116504854368,302,34.333333333333336,206,16,6,23,3,2,92
2012,A Ashish Reddy,8.797546012269938,239,27.166666666666668,163,11,12,8,2,4,60
2020,SS Cottrell,8.8,176,20.0,120,6,8,15,0,1,70
